container_id,iter,podman_checkpoint_duration,runtime_checkpoint_duration,freezing_time,frozen_time,memdump_time,memwrite_time,pages_scanned,pages_written,filesize
ff291e28db16425d5a5e44311cc41d75adf310998fa8ac938cbe4d642a9d5a4e,19,920961,162461,100920,48872,10509,8203,4831,2150,8912384
42ea65bf4fd7ed1b164cce61e4e50e43ee9923dbf2993c800eee4a9a3a7f5ce6,20,792701,163678,100754,50785,11817,8534,4831,2151,8916992
6ffbebc373c5122034eb2d104b4d562f831ee0838af3a4949609be56f84d7560,21,730768,49556,182,37996,9463,7844,4831,2151,8916992
cf2164f5a9b446d2de7256ee3e29e6fd1c2052336a13fad1af41ea8435415340,22,607044,55847,225,41579,9571,8004,4831,2150,8912384
83ca15f48c9ef3a0fdac97c95279f52e935d992acc9d08691d8b274a3474a924,23,1030719,171753,100900,51486,11214,8649,4831,2150,8912384
5715a14dce53ca90b8a742f5166a8ca9cc305095039cbd9f1ad47da89639b3c5,24,478501,215199,100791,85265,10736,8412,4831,2149,8908288
7c1e66c08ade044a80e3bc1d882735c89844a3d1f2c4cd1254e80a38cb035fd5,25,858671,160844,100802,48574,10874,7740,4831,2150,8912384
9511ee0d462ae15e1109a292e7665484137c5e59537821d4510b8136af4b5dbe,26,797128,50310,191,38116,9966,8205,4831,2149,8908800
49aac1cf44722e543a7d43403f2d128f6822512bd7bbc8c0bd7edf0954022cf6,27,799194,161503,100759,49572,11542,8921,4831,2151,8916992
56ce17942daeeb0848186da53be9a47cf74df64de033c03793e71c28b36b7729,28,1105371,162900,100982,49558,11049,8400,4831,2150,8912896
dd860d77548889355940dbd9ab1740d1cafebb0492ea46fc0f663c70623fd43e,29,615741,54599,203,40840,10890,9215,4831,2150,8912384
6aed84199dc46a9801e9ac222d091faefd740d95ac446aa76c6ad6572088bb03,30,781872,62754,194,50450,10940,8965,4831,2151,8916992
4ec306f1701d81c9f46b40bc3229457aeb4a33c40d38a3c56c30c0c5bd43650e,31,696824,50653,201,37309,9536,7999,4831,2151,8916480
04bbe9372fb07706899ed6f409a43e625d3953bb14ebd7006b3020ee1d24ca48,32,977860,174381,101017,60579,11918,9157,4831,2151,8916480
0d99d4335c88c099778c7271c767782e5373e8803b648fce8f840a6eafa2f093,33,1050022,180460,100944,67831,10743,8073,4831,2151,8916480
e1066aa96b05e0c4703fae8fb8cc7c155660caa4e74c90d7e613a1fad3d95213,34,983304,171663,100835,59315,12023,8202,4831,2150,8912384
0f0a743ed0cc3b21b5d2f1501a06fd4367841e085fdb32c1b577a4dcefb64faf,35,844423,160779,100902,48405,10734,8256,4831,2151,8916480
3328c32e88aa4c5632e626250e5de77713763e82895d15527de2a34695880755,36,783386,164864,100938,49678,11467,8828,4831,2151,8916480
fc1b618ef039ee51264bea16bde3aa416b437274d1d538552889e3c465e2db97,37,883360,161837,100797,49281,10819,8153,4831,2150,8912384
e7bac7f60b4e578f4ff18b83eeff09a0d9dfbd847d830c1da99fa7d00c475c1e,38,772462,75962,225,63777,10211,8542,4831,2149,8908288
d8f644fdc8a2acdfd2c26ca59a236b7778ff1a260729e31ae8e1d17872e591fb,39,760193,166919,100980,53408,13770,10528,4831,2150,8912384
9c71eba8a036a14f4875e17c0310d00c2778d4ee22da580d4b3d4439a5c7c180,40,752758,174778,100865,62615,11334,8780,4831,2151,8916480
bce11ea899a50baaaa02360084be2f2de321587ab72b49790f781a1b6b03b85f,41,885239,52243,215,38539,9939,8242,4831,2151,8916992
26dd4c5823269ccdd46e97799d148d9ef8fd326b45fe4f80d0e13342ab60e9cc,42,806139,64209,249,50618,10464,8422,4831,2150,8912384
f85288b749377688d009688d51a9683e6bfaee1fcbeedbc2afd825f913874531,43,761306,63478,194,50951,9385,7718,4831,2151,8916480
f3eeaaab4519bf61d2d99e04d06d4a9a8753a8cd8fc4f5e143ff72ad3795c412,44,1045939,163335,100983,50480,11353,8405,4831,2150,8912384
76dbf4f51f60f32365d6d5069b68392acae4940736d6f9fdcc43356f507552d1,45,898649,160232,100968,47862,10999,8454,4831,2150,8912384
f8c0ef075cc9a31dcebe0566fc001bdbc8c81d1e94ae78775ceec5e5e6a6eb77,46,939773,164403,100949,51154,12306,9233,4831,2150,8912384
6b75a8c316ceb6289e855b502eab5fd40f275b9dcb478ecf9abbe55b68ad273a,47,973891,174494,101070,61692,11185,8539,4831,2151,8916992
7e7731c07d99ccf90846644544415767b83fbe340dc63e688e427f62975d3bac,48,941230,68590,183,57510,9584,7958,4831,2150,8912384
0427ebf1810b5b2f5da62f8132411dc2932391e1e679d54b7f309a1305c62e67,49,705693,58902,177,46750,10067,8241,4831,2151,8916480
a610074372fe7a2efa138f1bd726e5ddd6ea5200b62ef3e3f15fa6d902f63009,50,961256,166981,100946,51970,12488,9815,4831,2150,8912384
